series,date,sector,value
growth_yoy,2023-01-01,p5.3.2.1,-6.437
growth_yoy,2023-01-01,p5.3.2.2,-9.94
growth_yoy,2023-01-01,p5.3.3,4.902
growth_yoy,2023-01-01,p5.3.4,11.388
growth_yoy,2023-01-01,p5.3.4.1,9.844
growth_yoy,2023-01-01,p5.3.4.2,15.658
growth_yoy,2023-01-01,p5.4,7.433
growth_yoy,2023-01-01,p5.4.1,9.855
growth_yoy,2023-01-01,p5.4.2,8.444
growth_yoy,2023-01-01,p5.4.3,3.871
growth_yoy,2023-01-01,p5.4.4,8.562
growth_yoy,2023-01-01,p5.4.5,11.921
growth_yoy,2023-01-01,p5.4.6,13.983
growth_yoy,2023-01-01,p5.5,5.31
growth_yoy,2023-01-01,p5.5.01,8.165
growth_yoy,2023-01-01,p5.5.02,5.328
growth_yoy,2023-01-01,p5.5.03,6.316
growth_yoy,2023-01-01,p5.5.04,2.558
growth_yoy,2023-01-01,p5.5.05,-5.357
growth_yoy,2023-01-01,p5.5.06,7.684
growth_yoy,2023-01-01,p5.5.07,11.224
growth_yoy,2023-01-01,p5.5.08,-0.771
growth_yoy,2023-01-01,p5.5.09,2.405
growth_yoy,2023-01-01,p5.5.10,13.292
growth_yoy,2023-01-01,p6,8.904
